Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_269.jpg,0,0,0,2.635978,105.7573,97.01682,359.711,46.25965,359.7401
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_336.jpg,0,0,0,2.627074,105.9016,97.16744,359.629,46.25906,359.8742
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_403.jpg,-1.509708,0,0,2.618162,106.0098,97.27966,359.5722,46.18357,359.96
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_469.jpg,-4.511786,0,0,2.605661,106.1193,97.39008,359.5236,45.83691,-0.004044145
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_537.jpg,-7.509155,0,0,2.595424,106.2683,97.53318,359.4746,44.80012,359.938
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_603.jpg,-10.5021,0,0,2.583508,106.3832,97.63651,359.4612,43.59422,359.8083
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_669.jpg,-13.49519,0,0,2.564908,106.5012,97.73555,359.4702,42.03719,359.5985
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_737.jpg,-15,0,0,2.54807,106.6635,97.86031,359.5432,39.50001,359.2267
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_803.jpg,-13.48611,0,0,2.534896,106.7885,97.95162,359.7344,37.70774,359.0221
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_869.jpg,-10.50625,0,0,2.516767,106.9163,98.04053,0.02816407,36.13838,358.8915
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_936.jpg,-7.513032,0,0,2.508372,107.0831,98.15405,0.1298288,34.36705,358.9226
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_43_004.jpg,-4.520706,0,0,2.502715,107.2068,98.23481,0.01271504,33.46694,359.0226
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_43_070.jpg,-1.53383,0.1991251,0,2.496676,107.3311,98.31475,359.9049,33.02468,359.1223
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_43_135.jpg,0,0.4001548,0,2.500777,107.4559,98.39577,359.8327,32.91354,359.2556
